comparison,layer,n_train,n_eval,direction_norm,delta_norm_mean,delta_norm_std,projection_mean,projection_std,cosine_mean,cosine_std,probe_position
harmful_prefix-plain,4,32,32,0.0004505632969085127,0.0029920879751443863,0.0023796658497303724,9.091300307773054e-05,0.0004202730779070407,0.016026489436626434,0.08542193472385406,assistant_header_token
harmful_prefix-plain,5,32,32,0.0006438213167712092,0.00450237188488245,0.0035841036587953568,1.2372492165013682e-05,0.000563013949431479,0.002356473822146654,0.07699461281299591,assistant_header_token
harmful_prefix-plain,6,32,32,0.000838098640087992,0.005595714319497347,0.004462310113012791,7.685039599891752e-05,0.000673772650770843,0.008315668441355228,0.07311799377202988,assistant_header_token
harmful_prefix-plain,7,32,32,0.001037462498061359,0.006907523609697819,0.005461572203785181,-8.129910565912724e-05,0.0007147386786527932,-0.009104933589696884,0.06304442882537842,assistant_header_token
harmful_prefix-plain,8,32,32,0.0011461239773780107,0.007717828266322613,0.006160718854516745,-0.00012846695608459413,0.0006140272016637027,-0.010977105237543583,0.04923713952302933,assistant_header_token
harmful_prefix-plain,9,32,32,0.00135211949236691,0.008940725587308407,0.007107528392225504,-4.0150007407646626e-05,0.0006708595319651067,-0.003247469197958708,0.04612165689468384,assistant_header_token
harmful_prefix-plain,10,32,32,0.0016697391401976347,0.010018454864621162,0.007921304553747177,-0.0001273700618185103,0.0009414491360075772,-0.007921689189970493,0.056440066546201706,assistant_header_token
harmful_prefix-plain,11,32,32,0.001698362990282476,0.01057136058807373,0.00840084720402956,-7.73686042521149e-06,0.000980070442892611,-0.000749402679502964,0.055549874901771545,assistant_header_token
harmful_prefix-plain,12,32,32,0.0018221212085336447,0.01152748428285122,0.009225361049175262,0.00017913915507961065,0.0009787941817194223,0.008968157693743706,0.0531495064496994,assistant_header_token
harmful_prefix-plain,13,32,32,0.0019825794734060764,0.011953053995966911,0.009536568075418472,4.6725406718906015e-05,0.000871452153660357,0.002307263668626547,0.046225011348724365,assistant_header_token
