k,response_step,layer,component,singular_value,explained_energy_ratio,cumulative_energy_ratio
20,0,28,37,107.44176483154297,0.005195381585508585,0.6766340136528015
20,0,28,38,107.29388427734375,0.005181089974939823,0.6818150877952576
20,0,28,39,106.83325958251953,0.005136699415743351,0.6869518160820007
20,0,28,40,105.8410873413086,0.005041732452809811,0.6919935345649719
20,0,28,41,105.21502685546875,0.004982264246791601,0.696975827217102
20,0,28,42,103.67869567871094,0.004837825894355774,0.7018136382102966
20,0,28,43,102.95336151123047,0.004770372062921524,0.7065840363502502
20,0,28,44,102.43584442138672,0.004722534213215113,0.7113065719604492
20,0,28,45,102.0128402709961,0.004683611448854208,0.7159901857376099
20,0,28,46,101.4871826171875,0.004635468125343323,0.720625638961792
20,0,28,47,100.67369079589844,0.0045614526607096195,0.7251870632171631
20,0,28,48,99.90239715576172,0.004491826985031366,0.7296788692474365
20,0,28,49,99.31123352050781,0.0044388240203261375,0.7341176867485046
20,0,28,50,99.12730407714844,0.004422397818416357,0.7385401129722595
20,0,28,51,97.48322296142578,0.00427691824734211,0.7428170442581177
20,0,28,52,96.67749786376953,0.004206510726362467,0.7470235824584961
20,0,28,53,96.37550354003906,0.00418027164414525,0.7512038350105286
20,0,28,54,96.30020141601562,0.004173741675913334,0.7553775906562805
20,0,28,55,95.131103515625,0.004073017276823521,0.7594505548477173
20,0,28,56,94.87033081054688,0.004050718154758215,0.7635012865066528
20,0,28,57,93.9139404296875,0.0039694588631391525,0.7674707174301147
20,0,28,58,93.4122543334961,0.003927162848412991,0.7713978886604309
20,0,28,59,93.21414947509766,0.003910523373633623,0.7753084301948547
20,0,28,60,92.4556655883789,0.0038471422158181667,0.7791555523872375
20,0,28,61,91.45680236816406,0.003764464519917965,0.7829200029373169
20,0,28,62,90.9107894897461,0.0037196497432887554,0.7866396307945251
20,0,28,63,90.05770111083984,0.0036501684226095676,0.7902898788452148
20,0,28,64,89.75118255615234,0.003625363577157259,0.7939152717590332
20,0,28,65,89.09090423583984,0.0035722178872674704,0.7974874973297119
20,0,28,66,88.8851089477539,0.0035557334776967764,0.8010432124137878
20,0,28,67,88.29554748535156,0.0035087205469608307,0.8045519590377808
20,0,28,68,87.87388610839844,0.0034752883948385715,0.8080272674560547
20,0,28,69,87.33417510986328,0.0034327299799770117,0.811460018157959
20,0,28,70,86.49287414550781,0.003366912482306361,0.8148269057273865
20,0,28,71,86.01448822021484,0.003329771338030696,0.8181565999984741
20,0,28,72,85.25821685791016,0.0032714754343032837,0.8214280605316162
20,0,28,73,85.03575897216797,0.003254425711929798,0.8246824741363525
20,0,28,74,84.76539611816406,0.0032337645534425974,0.8279162645339966
20,0,28,75,84.25933074951172,0.003195267403498292,0.8311115503311157
20,0,28,76,83.54641723632812,0.0031414262484759092,0.8342529535293579
20,0,28,77,83.24822998046875,0.0031190416775643826,0.8373720049858093
20,0,28,78,83.10432434082031,0.003108267905190587,0.8404802680015564
20,0,28,79,82.22946166992188,0.003043169155716896,0.8435234427452087
20,0,28,80,81.74324035644531,0.003007287159562111,0.8465307354927063
20,0,28,81,81.26144409179688,0.0029719416052103043,0.849502682685852
20,0,28,82,80.97264099121094,0.002950854366645217,0.8524535298347473
20,0,28,83,80.5769271850586,0.0029220832511782646,0.8553755879402161
20,0,28,84,80.15159606933594,0.002891315845772624,0.8582668900489807
20,0,28,85,79.87189483642578,0.002871171571314335,0.8611380457878113
20,0,28,86,79.45426940917969,0.0028412253595888615,0.8639792799949646
20,0,28,87,79.38993072509766,0.0028366257902234793,0.8668159246444702
20,0,28,88,78.47407531738281,0.0027715556789189577,0.8695874810218811
20,0,28,89,78.02079772949219,0.0027396304067224264,0.8723270893096924
20,0,28,90,77.83296966552734,0.0027264554519206285,0.8750535249710083
20,0,28,91,76.86184692382812,0.0026588437613099813,0.8777123689651489
20,0,28,92,76.54131317138672,0.002636713907122612,0.8803490996360779
20,0,28,93,76.07758331298828,0.0026048612780869007,0.882953941822052
20,0,28,94,75.8265151977539,0.0025876970030367374,0.8855416178703308
20,0,28,95,75.65452575683594,0.002575971418991685,0.8881177306175232
20,0,28,96,75.48523712158203,0.002564455848187208,0.8906821608543396
20,0,28,97,74.77428436279297,0.002516377018764615,0.893198549747467
20,0,28,98,74.3202133178711,0.0024859081022441387,0.8956844806671143
20,0,28,99,73.63496398925781,0.002440278185531497,0.8981247544288635
20,0,28,100,73.239990234375,0.0024141694884747267,0.9005389213562012
20,0,28,101,72.79588317871094,0.0023849804420024157,0.9029238820075989
20,0,28,102,72.38296508789062,0.002358000725507736,0.9052819013595581
20,0,28,103,71.89725494384766,0.0023264612536877394,0.9076083898544312
20,0,28,104,71.77842712402344,0.0023187773767858744,0.9099271893501282
20,0,28,105,71.10939025878906,0.0022757528349757195,0.9122029542922974
20,0,28,106,70.87742614746094,0.002260929672047496,0.9144638776779175
20,0,28,107,70.68721771240234,0.0022488110698759556,0.9167127013206482
20,0,28,108,70.14567565917969,0.002214486477896571,0.9189271926879883
20,0,28,109,69.59228515625,0.0021796831861138344,0.9211068749427795
20,0,28,110,69.46072387695312,0.0021714498288929462,0.9232783317565918
20,0,28,111,68.77025604248047,0.002128494204953313,0.9254067540168762
20,0,28,112,68.45796966552734,0.0021092072129249573,0.927515983581543
20,0,28,113,68.16142272949219,0.002090973313897848,0.9296069741249084
20,0,28,114,67.55326080322266,0.002053826814517379,0.9316607713699341
20,0,28,115,67.17963409423828,0.0020311707630753517,0.9336919188499451
20,0,28,116,66.82823944091797,0.002009977586567402,0.9357019066810608
20,0,28,117,66.13848114013672,0.0019687004387378693,0.9376705884933472
20,0,28,118,65.94761657714844,0.0019573539029806852,0.9396279454231262
20,0,28,119,65.43830871582031,0.0019272379577159882,0.9415551424026489
20,0,28,120,64.91534423828125,0.001896557048894465,0.9434517025947571
20,0,28,121,63.98018264770508,0.0018423076253384352,0.9452940225601196
20,0,28,122,63.49480056762695,0.0018144604982808232,0.9471085071563721
20,0,28,123,63.32157897949219,0.001804573810659349,0.9489130973815918
20,0,28,124,63.066131591796875,0.00179004343226552,0.9507031440734863
20,0,28,125,62.32033920288086,0.001747957314364612,0.9524511098861694
20,0,28,126,62.219093322753906,0.0017422824166715145,0.9541934132575989
20,0,28,127,61.81068801879883,0.0017194848041981459,0.9559128284454346
20,0,28,128,61.19117736816406,0.0016851896652951837,0.9575979709625244
20,0,28,129,61.0499153137207,0.0016774180112406611,0.9592754244804382
20,0,28,130,60.805545806884766,0.0016640162793919444,0.9609394073486328
20,0,28,131,60.45783615112305,0.0016450396506115794,0.9625844955444336
20,0,28,132,59.60103225708008,0.0015987433725968003,0.9641832113265991
20,0,28,133,59.459049224853516,0.0015911352820694447,0.9657743573188782
20,0,28,134,58.67707824707031,0.0015495591796934605,0.967323899269104
20,0,28,135,58.4598274230957,0.001538106007501483,0.9688620567321777
20,0,28,136,57.51091003417969,0.0014885782729834318,0.9703506231307983
20,0,28,137,57.34601974487305,0.0014800545759499073,0.9718306660652161
20,0,28,138,57.097679138183594,0.0014672634424641728,0.9732979536056519
20,0,28,139,56.49250411987305,0.0014363254886120558,0.9747342467308044
20,0,28,140,56.02229690551758,0.0014125148300081491,0.9761467576026917
20,0,28,141,55.24021911621094,0.001373352250084281,0.9775201082229614
20,0,28,142,55.03837966918945,0.0013633345952257514,0.9788834452629089
20,0,28,143,54.692909240722656,0.0013462732313200831,0.9802297353744507
20,0,28,144,54.218727111816406,0.0013230304466560483,0.9815527200698853
20,0,28,145,53.233436584472656,0.0012753817718476057,0.9828281402587891
20,0,28,146,52.953800201416016,0.001262017758563161,0.9840901494026184
20,0,28,147,52.66884231567383,0.0012484717881307006,0.9853386282920837
20,0,28,148,52.37942886352539,0.00123478879686445,0.9865733981132507
20,0,28,149,52.1529426574707,0.0012241336517035961,0.9877974987030029
20,0,28,150,51.465999603271484,0.0011920981341972947,0.9889895915985107
20,0,28,151,50.57347106933594,0.0011511096963658929,0.9901407361030579
20,0,28,152,49.852073669433594,0.0011185043258592486,0.9912592172622681
20,0,28,153,48.53824996948242,0.0010603260016068816,0.9923195838928223
20,0,28,154,47.88390350341797,0.0010319300927221775,0.9933515191078186
20,0,28,155,46.76824951171875,0.0009844041196629405,0.9943358898162842
20,0,28,156,46.19557571411133,0.0009604438091628253,0.9952963590621948
20,0,28,157,45.14555740356445,0.0009172785212285817,0.9962136149406433
20,0,28,158,44.33070755004883,0.0008844647672958672,0.9970980882644653
