k,response_step,condition,layer,n,safety_projection_mean,safety_projection_std,harmfulness_probe_score_mean,harmfulness_probe_score_std,kl_to_refusal_mean,kl_to_refusal_std,delta_norm_from_baseline_mean,delta_norm_from_baseline_std,refusal_mean_direction_projection_mean,refusal_mean_direction_projection_std,refusal_subspace_projection_norm_mean,refusal_subspace_projection_norm_std,refusal_subspace_fraction_mean,refusal_subspace_fraction_std,refusal_subspace_residual_norm_mean,refusal_subspace_residual_norm_std,cosine_to_refusal_delta_mean,cosine_to_refusal_delta_std,cosine_to_refusal_mean_direction_mean,cosine_to_refusal_mean_direction_std,refusal_subspace_rank_used_mean,refusal_subspace_rank_used_std,refusal_subspace_explained_variance_mean,refusal_subspace_explained_variance_std,refusal_logmass_mean,refusal_logmass_std,compliance_logmass_mean,compliance_logmass_std,refusal_margin_mean,refusal_margin_std
40,0,adaptive,28,163,70.51797344933259,8.404324873596018,0.018272619971144943,0.1334514291366464,16.91805586054281,4.781928200341545,112.81448125546696,6.6435008652275185,70.51797344933259,8.404324873596018,76.78529719563205,8.11712163218565,0.6801376875702979,0.05550239708583958,82.20564998192523,7.183652742327,0.5076220617976174,0.06643656151750768,0.6237415961885877,0.053332856855607735,8.0,0.0,0.6049782021378736,2.220446049250313e-16,-12.099213164276872,2.8963748648084477,-13.078185677528381,3.311572735306396,0.9789725110574734,2.5739216257366766
40,0,clean,28,163,0.0,0.0,0.729437940915026,0.43250101548581626,14.26558536656795,3.119285165567441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.6049782021378736,2.220446049250313e-16,-6.436367201658846,0.8243356099021304,-2.7378702543995863,1.4798115516316568,-3.6984969472592595,1.256229628467408
40,0,refusal,28,163,80.52642562491762,8.376663335160918,0.16393953107358514,0.3648258186291167,0.0,0.0,116.34459730745093,6.70694295382572,80.52642562491762,8.376663335160918,90.23813008180844,8.562609837033195,0.7752212577275028,0.059711097549768666,72.6459608887003,9.347425586415564,1.000000018198022,5.913439156854715e-08,0.6908718791495605,0.0534303270210907,8.0,0.0,0.6049782021378736,2.220446049250313e-16,-15.564622832222218,3.2772759602982076,-17.422048697442364,2.759831402867185,1.8574258652201459,2.157305668393681
40,0,static,28,163,67.53172105075392,12.240787360832268,0.036935410787186825,0.1882753262845679,18.034747046195655,4.950709683612435,111.59819358404428,11.152769730066819,67.53172105075392,12.240787360832268,73.42559681907285,10.797516290379905,0.655696281530257,0.06148092434482154,83.61254280664443,8.920714265276557,0.48850325074400486,0.07071455688760821,0.6004139154286552,0.07066599881206596,8.0,0.0,0.6049782021378736,2.220446049250313e-16,-13.639168043809434,3.837375746847444,-13.819920318692557,4.087310326371494,0.18075227883695824,2.838041359295416
