comparison,layer,n_train,n_eval,direction_norm,delta_norm_mean,delta_norm_std,projection_mean,projection_std,cosine_mean,cosine_std,probe_position
refusal_prefix-plain,20,32,32,20.313255310058594,20.847270965576172,0.6510867476463318,19.894390106201172,0.5394319891929626,0.9546636343002319,0.022040804848074913,final_token
refusal_prefix-plain,21,32,32,21.97651481628418,22.570144653320312,0.8296224474906921,21.471935272216797,0.6698259115219116,0.951813280582428,0.023583289235830307,final_token
refusal_prefix-plain,22,32,32,23.96885871887207,24.617488861083984,0.970953643321991,23.387104034423828,0.948393702507019,0.9503800868988037,0.027966007590293884,final_token
refusal_prefix-plain,23,32,32,26.187259674072266,26.95395278930664,1.0283852815628052,25.53942108154297,1.0488208532333374,0.9478449821472168,0.02913670986890793,final_token
refusal_prefix-plain,24,32,32,29.551921844482422,30.443347930908203,1.0966455936431885,28.863130569458008,1.116513729095459,0.948428213596344,0.029008444398641586,final_token
refusal_prefix-plain,25,32,32,32.319793701171875,33.35620880126953,1.0204219818115234,31.569046020507812,1.1770336627960205,0.9466615319252014,0.029790597036480904,final_token
refusal_prefix-plain,26,32,32,37.10139083862305,38.37424850463867,1.1013962030410767,36.24370574951172,1.6360524892807007,0.9444382190704346,0.032443176954984665,final_token
refusal_prefix-plain,27,32,32,41.41143798828125,43.143402099609375,1.2527351379394531,40.59667205810547,1.9620076417922974,0.9408215284347534,0.03332454338669777,final_token
refusal_prefix-plain,28,32,32,103.1405029296875,107.6156005859375,3.1407923698425293,101.94305419921875,5.154605865478516,0.9469370245933533,0.03094334527850151,final_token
harmful_prefix-plain,0,32,32,1.0435932874679565,1.4708335399627686,0.2615721821784973,1.0317814350128174,0.22004929184913635,0.6978530883789062,0.058090921491384506,final_token
harmful_prefix-plain,1,32,32,1.4090348482131958,2.229633092880249,0.40146151185035706,1.3941624164581299,0.13942743837833405,0.6373326182365417,0.07645963132381439,final_token
harmful_prefix-plain,2,32,32,2.1663661003112793,3.218226909637451,0.38844627141952515,2.127375841140747,0.1252954751253128,0.6679102778434753,0.06461717933416367,final_token
harmful_prefix-plain,3,32,32,2.709953784942627,4.353388786315918,0.5407921671867371,2.6687967777252197,0.14939221739768982,0.620783805847168,0.06953810155391693,final_token
harmful_prefix-plain,4,32,32,3.57468318939209,5.637295246124268,0.54762864112854,3.546311616897583,0.21457761526107788,0.63339763879776,0.05591762810945511,final_token
harmful_prefix-plain,5,32,32,4.259603977203369,6.786463737487793,0.5820366144180298,4.238914489746094,0.3109245300292969,0.6266850233078003,0.042904604226350784,final_token
harmful_prefix-plain,6,32,32,4.627427577972412,7.521398544311523,0.6033980250358582,4.59687614440918,0.35649293661117554,0.6128732562065125,0.04374109208583832,final_token
harmful_prefix-plain,7,32,32,5.174714088439941,8.315903663635254,0.681397557258606,5.0281548500061035,0.43983548879623413,0.6062839031219482,0.04910644516348839,final_token
harmful_prefix-plain,8,32,32,5.497774124145508,8.866103172302246,0.7396610975265503,5.232365131378174,0.4932188391685486,0.5914531350135803,0.04797209054231644,final_token
harmful_prefix-plain,9,32,32,5.955099105834961,9.523993492126465,0.7966337203979492,5.71732759475708,0.6516072154045105,0.6005212068557739,0.050834450870752335,final_token
harmful_prefix-plain,10,32,32,6.006708145141602,9.948105812072754,0.8355715870857239,5.876989364624023,0.7075297236442566,0.5906488299369812,0.05160774663090706,final_token
harmful_prefix-plain,11,32,32,6.012207984924316,10.05312442779541,0.7919111251831055,5.854950904846191,0.6573268175125122,0.5828091502189636,0.05280708149075508,final_token
harmful_prefix-plain,12,32,32,6.351352691650391,10.659788131713867,0.8280558586120605,6.094295978546143,0.7658541798591614,0.5716187953948975,0.056899283081293106,final_token
harmful_prefix-plain,13,32,32,6.808385372161865,11.3495512008667,0.7279416918754578,6.445129871368408,0.816344678401947,0.5673935413360596,0.05878891050815582,final_token
harmful_prefix-plain,14,32,32,7.592533588409424,12.484006881713867,0.7137461304664612,7.14803409576416,0.8811736106872559,0.5722845792770386,0.06026696786284447,final_token
harmful_prefix-plain,15,32,32,8.584733963012695,14.092618942260742,0.8650866150856018,8.012513160705566,1.0780858993530273,0.5675785541534424,0.06102675944566727,final_token
harmful_prefix-plain,16,32,32,9.580345153808594,15.80083179473877,0.981908917427063,8.85750961303711,1.2326372861862183,0.5589989423751831,0.05871620401740074,final_token
harmful_prefix-plain,17,32,32,10.94076156616211,17.55823516845703,1.1226247549057007,10.095494270324707,1.2704007625579834,0.573533296585083,0.05029886215925217,final_token
harmful_prefix-plain,18,32,32,11.262226104736328,18.604888916015625,1.234230875968933,10.253164291381836,1.3464831113815308,0.5500016212463379,0.054481010884046555,final_token
harmful_prefix-plain,19,32,32,12.352502822875977,20.09596824645996,1.331819772720337,11.205699920654297,1.3714216947555542,0.5568963289260864,0.052933741360902786,final_token
harmful_prefix-plain,20,32,32,13.724196434020996,22.78847885131836,1.8239566087722778,12.401748657226562,1.5731295347213745,0.5434451103210449,0.04689248651266098,final_token
harmful_prefix-plain,21,32,32,14.903708457946777,25.084186553955078,2.2437939643859863,13.432167053222656,1.7061294317245483,0.5351842641830444,0.047211624681949615,final_token
harmful_prefix-plain,22,32,32,16.71214485168457,27.42593765258789,2.383873462677002,14.986968994140625,1.7826091051101685,0.5465705394744873,0.04702761024236679,final_token
harmful_prefix-plain,23,32,32,18.920948028564453,30.427797317504883,2.5295023918151855,17.098691940307617,1.8151557445526123,0.5625900030136108,0.046462029218673706,final_token
harmful_prefix-plain,24,32,32,22.88939666748047,34.484413146972656,2.61777400970459,21.098709106445312,1.95216965675354,0.6127607226371765,0.047021299600601196,final_token
harmful_prefix-plain,25,32,32,25.41587257385254,38.0213737487793,2.680722236633301,23.656728744506836,2.288076877593994,0.6227047443389893,0.0487755611538887,final_token
harmful_prefix-plain,26,32,32,28.991561889648438,42.64902114868164,2.7109079360961914,27.334270477294922,2.4652960300445557,0.6414319276809692,0.04916219413280487,final_token
harmful_prefix-plain,27,32,32,33.54155731201172,48.38515853881836,2.8869571685791016,32.01534652709961,2.8519577980041504,0.6620009541511536,0.04931847006082535,final_token
harmful_prefix-plain,28,32,32,77.49850463867188,111.58882141113281,5.631412982940674,76.1597671508789,7.646694660186768,0.6826430559158325,0.06196082755923271,final_token
refusal_prefix-plain,0,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,last_user_token
refusal_prefix-plain,1,32,32,1.2685740330198314e-05,6.342346023302525e-05,0.00013294666132424027,6.373021221861563e-08,2.3454656457033707e-06,-0.0012609267141669989,0.009857350029051304,last_user_token
refusal_prefix-plain,2,32,32,5.287729072733782e-05,0.00025698496028780937,0.000437479728134349,7.555167940154206e-06,2.4134771592798643e-05,0.006706289015710354,0.024309152737259865,last_user_token
refusal_prefix-plain,3,32,32,0.0001373576233163476,0.0008324836962856352,0.0008997419499792159,-6.114226380304899e-06,5.5784930736990646e-05,-0.0035859220661222935,0.03603779152035713,last_user_token
refusal_prefix-plain,4,32,32,0.00027347527793608606,0.0017235924024134874,0.0016155821504071355,9.110146493185312e-06,0.00011253940465394408,0.003090010490268469,0.03542102873325348,last_user_token
refusal_prefix-plain,5,32,32,0.0004633128410205245,0.0028997771441936493,0.0026096587534993887,3.09991228277795e-05,0.00015189946861937642,0.006006238050758839,0.02907020039856434,last_user_token
refusal_prefix-plain,6,32,32,0.0006473158719018102,0.0038884789682924747,0.003468696726486087,-1.266689650947228e-07,0.00033267299295403063,0.0006562566850334406,0.04664994031190872,last_user_token
refusal_prefix-plain,7,32,32,0.0007652353378944099,0.004567495547235012,0.00406799279153347,-0.00010432202543597668,0.000658086035400629,-0.012405185028910637,0.07680639624595642,last_user_token
refusal_prefix-plain,8,32,32,0.0008343082736246288,0.005336025729775429,0.004753729794174433,1.8371065380051732e-05,0.0005159239517524838,0.0018604632932692766,0.05204688012599945,last_user_token
refusal_prefix-plain,9,32,32,0.0009132980485446751,0.005805680528283119,0.005157661624252796,-4.792122490471229e-05,0.000416951923398301,-0.004661356098949909,0.0393390916287899,last_user_token
refusal_prefix-plain,10,32,32,0.0009892989182844758,0.006634058430790901,0.0059168990701437,-2.3978514946065843e-05,0.0006504559423774481,-0.0013752235099673271,0.05273028463125229,last_user_token
refusal_prefix-plain,11,32,32,0.0010320235742256045,0.006973057985305786,0.006212742067873478,-4.214068758301437e-05,0.0005150929791852832,-0.0030157840810716152,0.039238620549440384,last_user_token
refusal_prefix-plain,12,32,32,0.001262192614376545,0.007646794896572828,0.006803006399422884,-0.00022820144658908248,0.0006876468542031944,-0.014813072979450226,0.0464174821972847,last_user_token
refusal_prefix-plain,13,32,32,0.001456248457543552,0.008278001099824905,0.007374264299869537,-0.0001741378364386037,0.0008677897276356816,-0.009909620508551598,0.0552138090133667,last_user_token
refusal_prefix-plain,14,32,32,0.0016179324593394995,0.0087956627830863,0.007817493751645088,-0.0002855372440535575,0.0012366068549454212,-0.015935130417346954,0.07591602206230164,last_user_token
refusal_prefix-plain,15,32,32,0.0018373926868662238,0.010321961715817451,0.00922548770904541,-0.00023962356499396265,0.0014758397592231631,-0.010158438235521317,0.0761738047003746,last_user_token
refusal_prefix-plain,16,32,32,0.0021103110630065203,0.011895239353179932,0.010633483529090881,-0.00017896294593811035,0.001906171441078186,-0.0069905053824186325,0.08620558679103851,last_user_token
refusal_prefix-plain,17,32,32,0.002400243654847145,0.013323741033673286,0.011890940368175507,-0.0001262100413441658,0.00194440851919353,-0.004668848589062691,0.07853839546442032,last_user_token
refusal_prefix-plain,18,32,32,0.002625620225444436,0.014346999116241932,0.012773768976330757,-0.0002581679727882147,0.002116595394909382,-0.009306076914072037,0.07989037036895752,last_user_token
refusal_prefix-plain,19,32,32,0.0026945171412080526,0.01538186427205801,0.013690821826457977,-0.00024692932493053377,0.002085143467411399,-0.00786828063428402,0.07419271022081375,last_user_token
refusal_prefix-plain,20,32,32,0.0030830141622573137,0.01740473508834839,0.015496928244829178,-0.0003604266094043851,0.0017161855939775705,-0.011013251729309559,0.054788630455732346,last_user_token
refusal_prefix-plain,21,32,32,0.0034440841991454363,0.01954134926199913,0.017382336780428886,-0.00038715184200555086,0.001857438706792891,-0.01074820477515459,0.053247757256031036,last_user_token
refusal_prefix-plain,22,32,32,0.003843456506729126,0.021366972476243973,0.018994949758052826,-0.00029716824064962566,0.0018159502651542425,-0.007867575623095036,0.0469491109251976,last_user_token
refusal_prefix-plain,23,32,32,0.004106978420168161,0.024111365899443626,0.021415388211607933,-0.000517478387337178,0.002028687158599496,-0.012318752706050873,0.046945761889219284,last_user_token
refusal_prefix-plain,24,32,32,0.004662441089749336,0.02768579311668873,0.024611327797174454,-0.00036188578815199435,0.0023590403143316507,-0.007857376709580421,0.04816031455993652,last_user_token
refusal_prefix-plain,25,32,32,0.005267408210784197,0.03071844018995762,0.027289265766739845,-0.0003708719159476459,0.0026261790189892054,-0.0071443067863583565,0.048565711826086044,last_user_token
refusal_prefix-plain,26,32,32,0.005886670667678118,0.03479890525341034,0.03091537021100521,-0.00029729801462963223,0.00301900552585721,-0.005123542621731758,0.048562780022621155,last_user_token
refusal_prefix-plain,27,32,32,0.0069706193171441555,0.0414394848048687,0.036944255232810974,-0.000391887326259166,0.003580254502594471,-0.005779198836535215,0.04966530576348305,last_user_token
refusal_prefix-plain,28,32,32,0.013954452238976955,0.08612457662820816,0.07731994241476059,-0.0011892764596268535,0.005538564175367355,-0.007784033659845591,0.03760043531656265,last_user_token
harmful_prefix-plain,0,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,last_user_token
harmful_prefix-plain,1,32,32,2.528595541662071e-05,9.895145194604993e-05,0.00014577485853806138,-7.235800580929208e-07,1.446096666768426e-05,-0.0008634609403088689,0.03982425853610039,last_user_token
harmful_prefix-plain,2,32,32,9.557607700116932e-05,0.0005862289690412581,0.00045090808998793364,1.084521682059858e-05,4.84151896671392e-05,0.008288390003144741,0.04638085514307022,last_user_token
harmful_prefix-plain,3,32,32,0.00024327309802174568,0.0016244002617895603,0.0008466967265121639,0.00011070905748056248,0.00015732973406556994,0.04706897586584091,0.06686130911111832,last_user_token
harmful_prefix-plain,4,32,32,0.0005804336396977305,0.0030749309808015823,0.0012379782274365425,0.00013049662811681628,0.00040725627331994474,0.0360436737537384,0.09851247072219849,last_user_token
harmful_prefix-plain,5,32,32,0.0008283346542157233,0.00512089766561985,0.001820242963731289,0.00022035837173461914,0.000543531437870115,0.03780947998166084,0.09780135005712509,last_user_token
harmful_prefix-plain,6,32,32,0.0010632537305355072,0.006882484070956707,0.0023590761702507734,-0.00018073921091854572,0.0007485423120670021,-0.023526091128587723,0.09141644090414047,last_user_token
harmful_prefix-plain,7,32,32,0.0012630695709958673,0.0077755022794008255,0.0026666487101465464,-0.00017810423742048442,0.0007703350856900215,-0.019503658637404442,0.08583609759807587,last_user_token
harmful_prefix-plain,8,32,32,0.0014064781134948134,0.008876791223883629,0.0030035122763365507,-0.00015248145791701972,0.0004989476292394102,-0.015087172389030457,0.051066745072603226,last_user_token
harmful_prefix-plain,9,32,32,0.0015357232186943293,0.009577944874763489,0.0032462903764098883,-9.101120667764917e-06,0.0005086956080049276,0.0013756216503679752,0.04974193498492241,last_user_token
harmful_prefix-plain,10,32,32,0.001826283521950245,0.010916713625192642,0.003740249900147319,2.7839552785735577e-05,0.0015364919090643525,0.005099559668451548,0.12206549197435379,last_user_token
harmful_prefix-plain,11,32,32,0.0018534320406615734,0.011388151906430721,0.0038689502980560064,8.84130786289461e-05,0.0011312816059216857,0.009677833877503872,0.08724761009216309,last_user_token
harmful_prefix-plain,12,32,32,0.00219973037019372,0.012824003584682941,0.004323757253587246,2.758635673671961e-06,0.0013049014378339052,0.002390013076364994,0.08663487434387207,last_user_token
harmful_prefix-plain,13,32,32,0.002663715509697795,0.013837531208992004,0.004634636454284191,-0.00023724995844531804,0.0017855138285085559,-0.013978605158627033,0.11165916919708252,last_user_token
harmful_prefix-plain,14,32,32,0.0030279166530817747,0.014715739525854588,0.0050017633475363255,-0.0005341442883946002,0.002125069499015808,-0.02863825485110283,0.1189325749874115,last_user_token
harmful_prefix-plain,15,32,32,0.003389752935618162,0.016973525285720825,0.005805157124996185,-0.00044272775994613767,0.0023152537178248167,-0.019768044352531433,0.11123304069042206,last_user_token
harmful_prefix-plain,16,32,32,0.003875727765262127,0.019447263330221176,0.006672760006040335,-0.00026005919789895415,0.002631774405017495,-0.008828979916870594,0.11520297825336456,last_user_token
harmful_prefix-plain,17,32,32,0.004339366685599089,0.021728023886680603,0.00740513252094388,2.6036082999780774e-05,0.0024505124893039465,0.002059447579085827,0.09820588678121567,last_user_token
harmful_prefix-plain,18,32,32,0.004649015609174967,0.023257117718458176,0.007814642041921616,0.00014100444968789816,0.002656017430126667,0.005364653188735247,0.10116160660982132,last_user_token
harmful_prefix-plain,19,32,32,0.005081639625132084,0.024947799742221832,0.008315852843225002,-0.0002630171366035938,0.0028096474707126617,-0.009464362636208534,0.10108432173728943,last_user_token
harmful_prefix-plain,20,32,32,0.005967102013528347,0.028189338743686676,0.009375181049108505,-0.00045158364810049534,0.00345855625346303,-0.014269977807998657,0.10961809009313583,last_user_token
harmful_prefix-plain,21,32,32,0.006288484670221806,0.03160085529088974,0.010453921742737293,-0.00015025760512799025,0.0032445788383483887,-0.0030731046572327614,0.09208585321903229,last_user_token
harmful_prefix-plain,22,32,32,0.006576069630682468,0.0346379354596138,0.011450500227510929,-1.6041274648159742e-05,0.002930104499682784,-0.00010244455188512802,0.07515553385019302,last_user_token
harmful_prefix-plain,23,32,32,0.0072421720251441,0.038947343826293945,0.012807779014110565,0.0001119544031098485,0.0031691966578364372,0.0028013656847178936,0.07298234105110168,last_user_token
harmful_prefix-plain,24,32,32,0.00806246418505907,0.04431476444005966,0.014562015421688557,7.285227184183896e-05,0.0029561487026512623,0.0017517716623842716,0.059731725603342056,last_user_token
harmful_prefix-plain,25,32,32,0.00911501981317997,0.04938457906246185,0.016151240095496178,-0.00011649944644887,0.0033269687555730343,-0.0016677584499120712,0.0606142021715641,last_user_token
harmful_prefix-plain,26,32,32,0.01027256716042757,0.05585247650742531,0.018253987655043602,-8.461726974928752e-05,0.003864196827635169,-0.000942910322919488,0.061994340270757675,last_user_token
harmful_prefix-plain,27,32,32,0.011730887927114964,0.06617409735918045,0.021679801866412163,0.0001477290061302483,0.003725056303665042,0.0020387154072523117,0.050659917294979095,last_user_token
harmful_prefix-plain,28,32,32,0.023753618821501732,0.1374625563621521,0.045313701033592224,0.0008506293524987996,0.00804059486836195,0.006430656183511019,0.05296854302287102,last_user_token
refusal_prefix-plain,0,32,32,1.2162566184997559,1.2162566184997559,0.0,1.2162567377090454,0.0,1.0000001192092896,0.0,assistant_header_token
refusal_prefix-plain,1,32,32,1.8231112957000732,1.8516712188720703,0.044428519904613495,1.8266816139221191,0.02984655275940895,0.9866998791694641,0.009567528031766415,assistant_header_token
refusal_prefix-plain,2,32,32,2.432960033416748,2.474849224090576,0.043488506227731705,2.4315810203552246,0.03114372119307518,0.9826407432556152,0.010239508002996445,assistant_header_token
refusal_prefix-plain,3,32,32,3.456641435623169,3.523283004760742,0.06662185490131378,3.45039701461792,0.06330543756484985,0.9793648719787598,0.009059402160346508,assistant_header_token
refusal_prefix-plain,4,32,32,4.375494956970215,4.5240983963012695,0.06527086347341537,4.385109901428223,0.06169300526380539,0.9693488478660583,0.011233561672270298,assistant_header_token
refusal_prefix-plain,5,32,32,5.170597076416016,5.37286376953125,0.10369819402694702,5.092973709106445,0.13945291936397552,0.9479888081550598,0.02207559533417225,assistant_header_token
refusal_prefix-plain,6,32,32,5.488147258758545,5.888442039489746,0.13553810119628906,5.469479560852051,0.1614457666873932,0.9291839599609375,0.02987922541797161,assistant_header_token
refusal_prefix-plain,7,32,32,5.6914191246032715,6.228543281555176,0.23062019050121307,5.707282066345215,0.1876722127199173,0.9172370433807373,0.03777344152331352,assistant_header_token
refusal_prefix-plain,8,32,32,5.916006565093994,6.506937026977539,0.3478967249393463,5.850262641906738,0.3102779686450958,0.900213360786438,0.04471055418252945,assistant_header_token
refusal_prefix-plain,9,32,32,5.844423770904541,6.550573348999023,0.45066893100738525,5.745988368988037,0.3568059206008911,0.8794586062431335,0.057553667575120926,assistant_header_token
refusal_prefix-plain,10,32,32,5.652712345123291,6.508486747741699,0.4813479483127594,5.540419578552246,0.32708773016929626,0.85518479347229,0.07138006389141083,assistant_header_token
refusal_prefix-plain,11,32,32,5.99863862991333,6.822446823120117,0.38651174306869507,5.894554138183594,0.3095925450325012,0.8666855096817017,0.06415671110153198,assistant_header_token
refusal_prefix-plain,12,32,32,6.701109886169434,7.43693733215332,0.3929077088832855,6.571693420410156,0.3163987398147583,0.8857470750808716,0.05632524564862251,assistant_header_token
refusal_prefix-plain,13,32,32,7.327564716339111,8.126602172851562,0.38791289925575256,7.2457275390625,0.30466118454933167,0.8932664394378662,0.04990352317690849,assistant_header_token
refusal_prefix-plain,14,32,32,8.4679536819458,9.232181549072266,0.46215805411338806,8.356254577636719,0.37448063492774963,0.9068200588226318,0.05095579847693443,assistant_header_token
refusal_prefix-plain,15,32,32,9.69237232208252,10.455692291259766,0.5359526872634888,9.544208526611328,0.43511149287223816,0.914534330368042,0.05020073056221008,assistant_header_token
refusal_prefix-plain,16,32,32,11.584001541137695,12.22445297241211,0.4636233448982239,11.332781791687012,0.49489718675613403,0.9278092384338379,0.041638508439064026,assistant_header_token
refusal_prefix-plain,17,32,32,14.031187057495117,14.642167091369629,0.4480133354663849,13.715253829956055,0.5396537184715271,0.9371018409729004,0.03563493862748146,assistant_header_token
refusal_prefix-plain,18,32,32,15.609901428222656,16.144351959228516,0.41994157433509827,15.216085433959961,0.45515716075897217,0.9428828358650208,0.02994280867278576,assistant_header_token
refusal_prefix-plain,19,32,32,17.146589279174805,17.739892959594727,0.45693954825401306,16.751859664916992,0.5872523784637451,0.9445357322692871,0.03046097792685032,assistant_header_token
refusal_prefix-plain,20,32,32,20.137325286865234,20.832727432250977,0.5108468532562256,19.778331756591797,0.5503855347633362,0.9496521949768066,0.025468116626143456,assistant_header_token
refusal_prefix-plain,21,32,32,22.89849281311035,23.689050674438477,0.6387165784835815,22.501262664794922,0.7565661668777466,0.950014054775238,0.02583865448832512,assistant_header_token
refusal_prefix-plain,22,32,32,25.233551025390625,25.962696075439453,0.8450993895530701,24.61031723022461,1.0387057065963745,0.9479967355728149,0.029013143852353096,assistant_header_token
refusal_prefix-plain,23,32,32,28.2335262298584,29.06394386291504,0.9021134972572327,27.512069702148438,1.1382492780685425,0.9466666579246521,0.028712935745716095,assistant_header_token
refusal_prefix-plain,24,32,32,31.653244018554688,32.683311462402344,0.9721831679344177,30.973705291748047,1.1957341432571411,0.9477985501289368,0.027926458045840263,assistant_header_token
refusal_prefix-plain,25,32,32,35.2953987121582,36.355018615722656,1.0536136627197266,34.42746353149414,1.2787377834320068,0.9471093416213989,0.02755538374185562,assistant_header_token
refusal_prefix-plain,26,32,32,40.49752426147461,41.891807556152344,1.0950909852981567,39.555870056152344,1.614618182182312,0.9442086815834045,0.029281795024871826,assistant_header_token
refusal_prefix-plain,27,32,32,44.890037536621094,46.81454086303711,1.3205903768539429,43.95785140991211,1.9568582773208618,0.93889319896698,0.030751902610063553,assistant_header_token
refusal_prefix-plain,28,32,32,107.22567749023438,112.63772583007812,2.932356119155884,106.29135131835938,5.166259288787842,0.9432497024536133,0.028690919280052185,assistant_header_token
harmful_prefix-plain,0,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,assistant_header_token
harmful_prefix-plain,1,32,32,3.158304389216937e-05,0.00013810672680847347,0.0001992447068914771,1.0202905968981213e-06,9.03963518794626e-06,0.0013467217795550823,0.022976743057370186,assistant_header_token
harmful_prefix-plain,2,32,32,0.00015897552657406777,0.0008179177530109882,0.0006625928799621761,-4.678496770793572e-05,0.00012749330198857933,-0.02638910338282585,0.07077336311340332,assistant_header_token
harmful_prefix-plain,3,32,32,0.00030164365307427943,0.0018439898267388344,0.0009642544318921864,-2.2133870515972376e-05,0.00022507450194098055,-0.005239227786660194,0.09000095725059509,assistant_header_token
harmful_prefix-plain,4,32,32,0.0005859433440491557,0.0036039473488926888,0.0014702468179166317,-8.29788768896833e-06,0.00028024098719470203,-0.0006431275978684425,0.07249965518712997,assistant_header_token
harmful_prefix-plain,5,32,32,0.0008984697633422911,0.005675250664353371,0.0021879314444959164,6.565207149833441e-05,0.0004893784644082189,0.010556996800005436,0.07242750376462936,assistant_header_token
harmful_prefix-plain,6,32,32,0.001165831577964127,0.0073324148543179035,0.0026630419306457043,5.7910776376957074e-05,0.00047877366887405515,0.0061568147502839565,0.058708664029836655,assistant_header_token
harmful_prefix-plain,7,32,32,0.0014440558152273297,0.008939456194639206,0.0033180154860019684,0.00012222003715578467,0.001001189462840557,0.010732991620898247,0.09469829499721527,assistant_header_token
harmful_prefix-plain,8,32,32,0.0017603988526389003,0.010623371228575706,0.0037633096799254417,0.00011929914762731642,0.0013107816921547055,0.014395982027053833,0.10941140353679657,assistant_header_token
harmful_prefix-plain,9,32,32,0.0021310511510819197,0.012781772762537003,0.004595700651407242,-0.00011143124720547348,0.00175817112904042,-0.0021140894386917353,0.12162758409976959,assistant_header_token
harmful_prefix-plain,10,32,32,0.0022926866076886654,0.014528024941682816,0.0053957304917275906,-1.183855056297034e-05,0.002721763215959072,-0.0006436330731958151,0.15095560252666473,assistant_header_token
harmful_prefix-plain,11,32,32,0.0023502251133322716,0.014903761446475983,0.005576383788138628,-2.9288839868968353e-05,0.0024189867544919252,-0.00237692566588521,0.1293065845966339,assistant_header_token
harmful_prefix-plain,12,32,32,0.0024156419094651937,0.015369061380624771,0.0057505290023982525,7.291374640772119e-05,0.0022421134635806084,0.005337957292795181,0.11881856620311737,assistant_header_token
harmful_prefix-plain,13,32,32,0.0024686758406460285,0.01595834456384182,0.0061055319383740425,-9.375035006087273e-06,0.0020252878312021494,0.0003141670022159815,0.10540252923965454,assistant_header_token
harmful_prefix-plain,14,32,32,0.002655438845977187,0.01690751686692238,0.006594816222786903,8.891659672372043e-05,0.0016138709615916014,0.0072541190311312675,0.07984813302755356,assistant_header_token
harmful_prefix-plain,15,32,32,0.0028104488737881184,0.01846430078148842,0.007103024981915951,0.0001383925264235586,0.0018708427669480443,0.011679618619382381,0.08425147086381912,assistant_header_token
